NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025;Q026;Q027
180007197115;2018;2;F;0;3;1;2;0;1;1;0;1301902;Itacoatiara;13;AM;1;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;447;452;456;459;570.2;541.8;579.5;513.3;BDCCBDCAEEAABAEBABBDBCADDEBBAAACCEDAECEAAAECE;CBACAEEDAEAECCCBDDEDBAAAADDBEDCCEBDDCDCBCAAAA;BBDCC99999DBBADEEACADAECCABECBCDBACBEACBDCEEDDCECE;BDEABADDDDDECCEAAAAEEEECDDCACABCCCCEEBDEDCBAE;0;BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED;AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC;BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB;ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB;1;160;120;140;160;140;720;B;C;A;B;6;B;A;B;D;A;B;B;A;B;A;A;A;A;B;B;A;C;A;A;A;B;A
180007200013;2018;3;M;0;1;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;447;452;456;459;561;639.2;623.7;717.9;AADBAAAAAEABCDBBCCCCEBABDCDACCDEBADCCDCEEAABC;BEADAABBCCAABCAEEEECBDDEBCEAAAAABBDDECBBBDECC;BBEDC99999BBEADCCBECDBCADCBACCCBBEAADADBDDBACDADCB;ABCBDCEDEDADBADBBDDEDEBADAEECDAAADBEEBBBBDEBB;0;BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED;AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC;BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB;ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB;1;160;180;160;160;120;780;B;G;A;D;7;D;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;C;A;B;A;B;B
180007203945;2018;3;F;0;1;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;447;452;456;459;375;448.7;401.1;482.8;EECAABDDEACEBEABDEBDABDEDEDDEAACDECCCCCCABAAC;CAACAEBEDAAECABADCBCEDEEDCDDCDABDABCABACAEBBB;99999CECECEAAEBECAEABADBBBABDBCEABDAEACDBABBBAEAEA;CDAABECEEDBACACECBAABBDAACAABDABCDCAEDABCCBBD;1;BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED;AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC;BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB;ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB;1;120;120;120;120;100;580;B;B;F;F;7;B;A;A;C;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;A;B;A
180007204616;2018;3;F;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;449;451;455;462;454.7;450.9;471.1;593.1;ECAEACBDAECBDADCBDECDAADDBACBEBACBBECAADEDCEA;BDBEDABECBBCEABDBDECDABBDBAEEABAEEBCDDBAADAEC;ADCBC99999DECCEBACEAABDCCABEDABDAACECCBECABCBADEAE;DDAABDCBCAEABBDAACADBCDEABBDCEEBAECCADDABBEAC;0;EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE;CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE;BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA;ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA;1;100;40;40;100;40;320;E;E;B;B;4;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A;B;A
180007204831;2018;2;F;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;447;452;456;459;474.5;455.5;477;434.2;DDDCAECCABBACBDABCBDACADCAEBAECDEECBACDCDECCA;AEECCBADAEDCBAEADBAABAECDCEEDCADEEBCBDEABEABE;99999CBEDAECEEBBBCAAECBAEBBADAEDABCBDEADABCAEADBED;EECCCBDEEABADCDADAAECCAAEDBCEEDEBACAAACDDCBBC;1;BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED;AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC;BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB;ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB;1;80;40;40;100;0;260;D;F;B;D;4;C;A;C;C;A;B;B;A;A;A;A;A;A;C;B;A;D;A;B;B;B;A
180007209379;2018;2;F;0;3;1;2;0;4;1;0;1301902;Itacoatiara;13;AM;4;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;447;452;456;459;606.5;641.8;405.8;671.7;BCDDEBBADECCCEDDADBAEBAEBCDCDACEACCCEADEBABBD;ABBCAECBEAACDCDADEEEBDDECAECDABAEBDDAEADAAECB;BBEAC99999EEADDCBAAEEECBBBCAECCDBAEAEDBEEEBACBADCB;ACDDCBEBBAAAAAEBCCBC.CEAD.EEDEECBAABCDDDAEAAA;0;BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED;AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC;BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB;ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB;1;140;160;140;120;80;640;F;G;D;D;3;H;A;B;C;A;B;B;A;B;A;B;A;A;B;A;A;B;A;A;B;B;D
180007209447;2018;1;M;0;2;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;447;452;456;459;404.3;525.5;364.1;494.5;ACDCEAAECDCAACCDCCD*CEDCCBBCDECDBABABABCDEABC;CDEAAEECCEABEADADBECEAADADBCEBAAAEECDECDBDCDC;DDCBE99999ABCDEABEAABEBBCAAABCCABCDEABCDEABCDEABCD;AAAAABBBBBCCCCCDDDDDEEEEEBABCDCACDEDCBABCDEEE;0;BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED;AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC;BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB;ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB;1;60;40;40;80;20;240;E;E;C;D;5;B;A;B;D;A;B;B;A;C;A;A;A;A;D;B;A;C;A;B;A;B;A
180007218906;2018;2;F;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;449;451;455;462;395;521.8;448.8;480.3;ECCADDDCAACBBEBDCBEDDBBADECACEACCAEAAEEAEEBEA;AECECBBEEBEADEEAABECEDCCDAECBBBACEECBBABCDCDE;99999DAAECDCCEADADBDBCCACDDABEDBEECBEABABDBECEBADB;BCCEECEEAEEBCEEDAACADCAEDAECBEBBDAEBADCBDCDBD;1;EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE;CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE;BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA;ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA;1;140;40;40;140;40;400;A;D;C;C;3;D;A;B;C;B;A;B;A;B;A;A;A;A;B;B;A;D;A;A;B;B;A
180007220474;2018;4;F;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;449;451;455;462;389.2;446.4;490.2;441.1;ECECADEDDCBBDAADACDADEBDBADACDBEAABABBEBAEDEB;DABCBBCEEEBACBEDAECDEBBACCBAEBABDBDCEAACBBBBE;99999DCCDECDBDCADDBDACECAADAADCAAAEBAEACDCAABADABD;BCCECEDDDDBBCAEDABBAECECBDCADBBDBCADCBACDACBD;1;EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE;CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE;BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA;ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA;1;80;40;40;80;20;260;E;D;C;B;12;B;A;B;C;A;A;B;B;B;B;A;A;A;B;A;A;D;A;A;A;B;A
180007222716;2018;2;M;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;450;453;458;461;418.4;403.6;341.6;568.5;DBBBEECCAACBCABBDCBCACCDBBAEBDAEBDDEEBCCBDAEB;CAAACABBCDBBECABBBBACCBACECBDCBDAAAEDBCCCBCCB;EBBEB99999BBAEBCBBBCAABCACBBABBCBAACDCEADCDBAAADAA;BCBCCECCCDCEABBBECAEBBADACBAAAABBABCDCCCAAAAE;0;ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB;ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE;BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED;EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX;1;100;100;80;120;40;440;C;C;B;B;3;B;A;C;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A;B;A
180007225944;2018;3;F;0;0;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;449;451;455;462;569.5;525.8;503.8;442.4;ACEAAAACEDBBDCAABBBDDDADCBAADBCBDEEAEABDAADDD;ACACBBCACBBEBEEBDEDCAAABACBACABBEAAAABCAADBBA;DBEBC99999DABCDBBCBBDDBCEABEAAEBACCCABDAECAEBECAAA;BAEEBEAECABECCADADAABAADBEEABADDDADDDDCABBCAB;0;EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE;CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE;BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA;ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA;1;120;120;120;120;100;580;B;E;F;C;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;C;A;A;A;B;A
180007233376;2018;2;F;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;449;451;455;462;420.7;538.4;371.4;381.6;BDEDDBADBECBBDDAAEDCDECACCCCCCBCCBCACDEAAEABB;AAACBDAEEBAADBDEACCCADABAEBABAECECBDAAABCBECA;DDCAC99999CBADBACACADEBAEEADACAEBDBBEAAECEDCCEAABE;DADDBCACCDDEBEBDBDEDBBCEBACBBDABCAEACBBDDCAEA;0;EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE;CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE;BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA;ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA;1;120;60;60;120;40;400;D;D;A;A;3;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;B;A;A;A;B;A
180007237720;2018;3;F;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;447;452;456;459;548;532.5;522.8;546.7;BDDBABDACECEACECBEBBCBAEBACEAEECACDBBDEEDBBDE;CECBCEEAABDBCAECEDECDEDEECACDDCADDDAADAADAEBE;99999CBCBBABDADDCDDBBACBDCDABCCBBECEECABAECADEACCC;DECBAECCBADEDDEEBABCBBAAEDAEBADEAECEEACADDADE;1;BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED;AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC;BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB;ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB;1;160;160;140;140;120;720;E;E;B;B;4;B;A;B;C;A;B;B;A;B;A;A;A;A;B;B;A;C;A;A;A;B;A
180007238291;2018;4;M;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;448;454;457;460;469.7;472.1;383.4;447.1;EAEEEAEDBCABBEABAECEBDABDABEEEABCACABAAAAAABE;DEEACDDABDEEEAAEADAEAAABEAEAAADADAEDAAADAABDC;99999EDAAACBBBCAEEBCACEADEBBEAAAEAEEAEECBAECDEEEBB;EBAACDBEADADDADBEDECBBEADAAEBBCDDEACADEABBBAD;1;BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA;CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD;CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED;ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD;1;120;100;120;140;60;540;C;C;A;A;3;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;B;A;A;A;B;A
180007249626;2018;4;F;0;1;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;449;451;455;462;399.3;492.7;422.5;502.7;CCBABABAEABCADAEACEEDAEAAEDCAAAAACACBEEBACDEA;ABBEACDABDCADAAACEADAACBDBDDCAECDDABDACBAABCE;99999AEEDDABEBEAAAECABDACACAAEABEEEEEBAEECECCEBDBB;BCEEEEAACAEACEADADEAACECADDEDEEAADEEEBAAEADCD;1;EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE;CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE;BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA;ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA;1;140;120;140;160;60;620;C;E;A;B;3;B;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A;B;A
180007250780;2018;3;M;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;450;453;458;461;411.8;599;435.7;496.2;DBBCACAEDABBCCCDBAECACDBCBAABBBABBEDBECBADCBD;ECEDDDDEBEBDABAAEECCDCBDEBACCEDECBBCADBEACEED;99999BDAEBABCBCECBAACCCBBECEDCCCEABDBABEAABABDDDAD;BAECACEDCCDBAEDBBDEBCAABDCEBAADBCABBDABABCCCD;1;ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB;ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE;BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED;EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX;1;120;40;40;140;40;380;H;E;F;B;9;B;A;B;D;A;B;C;A;B;A;A;A;A;D;B;A;E;A;B;A;B;A
180007266193;2018;2;F;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;449;451;455;462;387.3;486.7;393.5;482.6;ABEDBCBDBDBBBDADBACAEDCBEECBCEBCDCACEDABEBDAA;CDABDBCBDDAAEBDABCEDDACDACABEDACEABCDABCDBCAD;ECBAC99999AADCEAEBADDDBAAABCDBDEBDACABABDCECBAEBEB;DACEACABBDECABAAAABDBDAAEDBCBCDBBCDEACADDEBBB;0;EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE;CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE;BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA;ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA;1;120;120;100;100;60;500;C;E;A;B;4;B;A;C;E;B;C;B;A;B;A;A;A;A;B;B;A;C;A;A;A;B;A
180007281155;2018;4;F;;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;0;1;1;0;;453;458;;;506.6;507.8;;;EBBCDDAACAECDEDEACCDBECDEBADAEDDCEBCDAECACAED;ACDEB99999DBAECCBAAABADBDBECBDBBBBAADDBBAAEBABACAE;;0;;ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE;BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED;;1;120;40;40;80;40;320;B;B;E;B;7;E;A;D;D;B;B;B;A;B;B;A;A;B;C;A;B;C;B;B;B;B;A
180007282626;2018;2;M;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;2;1;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;H;H;A;F;3;B;A;B;B;A;A;B;A;B;A;A;A;A;B;A;A;A;B;A;A;B;A
180007282641;2018;2;F;;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;447;452;456;459;438.8;504.2;429.4;474.8;ADCCEAAAEBDEADABCEBCCBCBCBDDCCACBACBBDDECDEBE;EECBBCDAAAABCACACEAEBEABEDEAEACABBBBACABEDDEB;AAADE99999ABBBEBAEEABABDDBCAEEACBEAEBCBACEEEADABEA;BADCECBDEEBAAADBDDAACDAACCADADAEDCDCEADADEEDA;0;BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED;AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC;BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB;ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB;1;120;120;80;120;0;440;B;B;F;F;7;B;A;B;D;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;A;B;A
180007282725;2018;3;M;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;2;1;1301902;Itacoatiara;13;AM;1;1;1;1;449;451;455;462;421.6;575.2;449.4;568;EEECABEDCBAABDDEEDCBBCDDCAADDCACAECDCCACCECCC;DDACCACACBBECBBEDECEDCCCAEEEBAEEECDDAACADACEE;99999CAEDEABCCABDDABDBDEEDBECBBBBACCDBABEADAEACDBB;DBDCDCCDDAEDDCADABDACCECCDEEBDEDDDDBDDAEDCCDB;1;EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE;CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE;BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA;ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA;1;120;120;120;120;80;560;H;H;A;A;3;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;A;B;A;A;B;A
180007291110;2018;4;F;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;449;451;455;462;436.9;658;616.1;641.1;DEBCCBCBCCDCDCDCBDBEBADACBAADBAADAACBDABEBDAD;CDCDDCDAECBABEEEBEEBCBCABCBEADEAEEBEEDCABBAEA;ABDEC99999CEEBABEBECDAEDDBBAABACBCEDBCCCBABEAACAEA;EDCAEEADCAAACEADAADCAEEDCDBBEEBADEABAEEAC.ABE;0;EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE;CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE;BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA;ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA;1;160;120;120;180;60;640;H;E;C;D;6;B;A;B;C;A;B;B;A;A;A;B;A;A;B;A;A;C;A;B;A;B;A
180007293284;2018;3;M;;0;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;2;1;1301902;Itacoatiara;13;AM;1;1;1;1;450;453;458;461;520.9;539.1;394;543.9;EACBBEACAACBAADCAAEBDADBBDCDCDCABDDBAAEEDCCAE;DABADEBCBDBEEAAEEAAACEBBADCDEBAAEDDCBAC*DBBCE;BADEC99999BBACDABADACBBAEDBAAEEACBCDDAABADBCBBECAA;AAEAAEADCEEDCBDEBCBDCABCACEACADDEADDACACAEDDC;0;ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB;ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE;BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED;EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX;1;120;120;140;100;60;540;B;C;A;A;7;C;A;B;C;A;B;A;A;A;A;A;A;A;B;A;A;B;A;A;A;B;A
180007300042;2018;9;M;0;3;1;2;0;2;2;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;H;H;F;F;4;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A;B;A
180007302902;2018;3;F;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;448;454;457;460;543.6;601.9;526.5;514.9;BABEEECBBABABCCBADDDBADBDABCDCABCADCBCCEBACBD;CDDCABEBACCDBAADEEBADDADCEEBECAEDCEEBCBBAAEAC;CDACE99999EDEDDBBDCDABDEDBDADABBBABAACDCCABBCABBDD;ECCCABBAEBAEBEAACEBAEDCEEDCACEEDBCBDBBDBEACBC;0;BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA;CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD;CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED;ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD;1;120;120;100;120;100;560;C;F;A;D;4;D;A;B;C;A;B;B;A;B;A;B;A;A;B;A;B;D;A;A;A;B;A
180007311512;2018;3;M;0;2;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;447;452;456;459;490.2;592.6;487;405.2;ACDBEABCDEDECDDACDDBCBACCDCDBBACDDBBCACDDBBED;CEECACAABEADEAEACBECBDACBEACABCAABDDECBDBDEEB;CEEDC99999DBABDACABAACACBBCABAAECBDBDCBBDDCBABABCD;ACDBCECCEECCDDDBBCADCDDBDCBBCEDCDECABDEBCAABC;0;BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED;AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC;BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB;ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB;1;120;60;60;100;0;340;E;E;C;C;4;C;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;A;B;A
180007313121;2018;2;F;0;1;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;448;454;457;460;487.3;509.5;606.2;604;BCAAADDCCDAEBEBBCEDCDBDEDDDCDAEBADCDAABADBAAE;BEADBCDADCCEACEDACCABDABEDAAEBBECCADBBCCAAECD;99999BADCBACADCABBAEEAECABDADDADACBAAEBCADBDABEBBD;ECACBDDBCEADAACCABAEEACAEAEBEDECAAADABDDEBADB;1;BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA;CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD;CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED;ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD;1;120;120;120;140;60;560;B;E;A;B;4;B;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;E;A;A;B;B;A
180007316063;2018;3;F;0;3;2;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;447;452;456;459;414.2;548.5;480.5;456.9;CADCBACBAAEAABDCEEBCCBCCCEDDACACBEABBEEDBCBDC;AEACBCDAAEDAAEBADEABDBADDCACEBCDCDDCBEDBEDECE;99999CEACCAAEDBEBAADAACDDABADABCBBCAEECBECEEACDACC;ACCABBDACDBDEDDCDCABACBACBCADCAECDEBCDDBAAEBD;1;BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED;AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC;BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB;ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB;1;120;40;40;100;0;300;E;E;F;F;4;B;A;A;A;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;A;B;A
180007316900;2018;3;F;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;450;453;458;461;498.8;528.2;479.6;526.2;BAC*CAADEAACCCCCBDEDACEBBAACBCBACBCAABCEBDEDD;EBBADEAABAECBEAAECCCCAAAADAEADEACDDBEDCDDCCCB;99999BBEBBECDEAEBBAABDABACEDADCDBAADCABBACABABAAAE;CBEDCECCAABEDDCBCDEABABBDCCCAAEDAACBACAEECBAB;1;ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB;ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE;BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED;EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX;1;140;40;40;140;40;400;D;C;A;A;5;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A;B;A
